Title,Description,Manifest,Year,Place
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
"Uno strano movimento di studenti","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8527/manifest.json","1977","Roma"
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
"Il poesia illustrato","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8539/manifest.json","0","[n.d.]"
,"","",,
,"","",,
"Banalità di base","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8541/manifest.json","1962","Parigi"
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
"Lotta Continua","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8551/manifest.json","0","[n.d.]"
"Indiani metropolitani","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8550/manifest.json","1978","[n.d.]"
"Boite Rouge","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8549/manifest.json","0","[n.d.]"
"Forma per stampa zincografia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8548/manifest.json","0","[n.d.]"
"Collage 1971","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8555/manifest.json","1971","[n.d.]"
"Collage 1970","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8554/manifest.json","1970","[n.d.]"
"Collage 1969","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8553/manifest.json","1969","[n.d.]"
"OASK?!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8552/manifest.json","0","[n.d.]"
"Quadratini 1974","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8559/manifest.json","1974","[n.d.]"
"Quadratini 1973","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8558/manifest.json","1973","[n.d.]"
"Collage 1973","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8557/manifest.json","1973","[n.d.]"
"Collage 1972","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8556/manifest.json","1972","[n.d.]"
"Quadratini 1976","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8561/manifest.json","1976","[n.d.]"
"Quadratini 1977","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8562/manifest.json","1977","[n.d.]"
"Quadratini 1975","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8560/manifest.json","1975","[n.d.]"
"Firma per la solidarietà","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8566/manifest.json","1977","[n.d.]"
"Claudia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8565/manifest.json","1977","[n.d.]"
"Collettivo rizoma","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8564/manifest.json","1977","[n.d.]"
"Risate Rosse","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8563/manifest.json","1977","[n.d.]"
"Foto Tano D`Amico","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8569/manifest.json","1977","Bologna"
"Alexander Langer","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8570/manifest.json","1977","Roma"
"Indiani metropolitani","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8568/manifest.json","1977","[n.d.]"
"Indiani metropolitani","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8567/manifest.json","1977","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8573/manifest.json","1977","Roma"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8574/manifest.json","1977","Roma"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8572/manifest.json","1977","Roma"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8571/manifest.json","1977","Roma"
"Scuola e societá","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8578/manifest.json","1977","Roma"
,"","",,
,"","",,
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8575/manifest.json","1977","Roma"
"Lingue & linguaggi gli indiani metropolitani","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8584/manifest.json","1997","Roma"
,"","",,
"Felice e Mirtillo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8582/manifest.json","1999","Monza"
"Felce e Mirtillo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8581/manifest.json","1998","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8588/manifest.json","1977","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8587/manifest.json","1977","Roma"
"Roma in acido","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8586/manifest.json","1977","Roma"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8585/manifest.json","1973","Roma"
"Smalti 1970","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8592/manifest.json","1970","Milano"
"Il Rosso","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8591/manifest.json","0","Roma"
"Secondo rapporto sulla costruzione di situazioni e sulle condizioni dell`organizzazione e dell`azione della tendenza situazionista internazionale","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8590/manifest.json","1977","Roma"
"Giornale","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8589/manifest.json","0","[n.d.]"
"Acquerelli 1972","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8596/manifest.json","1972","Milano"
"Smalti 1972","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8595/manifest.json","1972","Milano"
"Disegni 1971","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8594/manifest.json","1971","Milano"
"Smalti 1971","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8593/manifest.json","1971","Milano"
"Acquerelli 1974","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8600/manifest.json","1974","Milano"
"Smalti 1974","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8599/manifest.json","1974","Milano"
"Acquerelli 1973","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8598/manifest.json","1973","Milano"
"Smalti 1973","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8597/manifest.json","1973","Milano"
"La pelle bagnata fatta a chicci","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8604/manifest.json","1976","Milano"
"Scatole 1974-1975","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8601/manifest.json","1974","Milano"
"Acquerelli 1975","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8602/manifest.json","1975","Milano"
"Copertine Savelli","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8603/manifest.json","0","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8608/manifest.json","1963","Roma"
"Oggettoni 1978","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8607/manifest.json","1978","Milano"
"Quadratini 1977","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8606/manifest.json","1977","Milano"
"Quadratini 1976","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8605/manifest.json","1976","Milano"
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
"Folk Beat n.1 : Francesco","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8614/manifest.json",,"[n.d.]"
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
,"","",,
"","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8653/manifest.json",,
